District,hour_sin,hour_cos,day_of_week,month_sin,month_cos,Timestamp,Risk_Probability,Action
7,0.7071067811865475,0.7071067811865476,2,-2.4492935982947064e-16,1.0,2025-12-10 03:00:00,0.5767833396773547,DISPATCH
7,-0.8660254037844384,-0.5000000000000004,2,-2.4492935982947064e-16,1.0,2025-12-10 16:00:00,0.5767833396773547,DISPATCH
7,-0.25881904510252157,0.9659258262890681,1,-2.4492935982947064e-16,1.0,2025-12-09 23:00:00,0.5767833396773547,DISPATCH
7,-0.9659258262890683,-0.25881904510252063,2,-2.4492935982947064e-16,1.0,2025-12-10 17:00:00,0.5767833396773547,DISPATCH
7,0.9659258262890683,-0.25881904510252063,2,-2.4492935982947064e-16,1.0,2025-12-10 07:00:00,0.5767833396773547,DISPATCH
7,-1.0,-1.8369701987210297e-16,2,-2.4492935982947064e-16,1.0,2025-12-10 18:00:00,0.5767833396773547,DISPATCH
7,-0.8660254037844386,0.5000000000000001,1,-2.4492935982947064e-16,1.0,2025-12-09 20:00:00,0.5767833396773547,DISPATCH
7,0.49999999999999994,0.8660254037844387,2,-2.4492935982947064e-16,1.0,2025-12-10 02:00:00,0.5767833396773547,DISPATCH
7,-0.9659258262890684,0.2588190451025203,2,-2.4492935982947064e-16,1.0,2025-12-10 19:00:00,0.5767833396773547,DISPATCH
7,0.9659258262890683,0.25881904510252074,2,-2.4492935982947064e-16,1.0,2025-12-10 05:00:00,0.5767833396773547,DISPATCH
3,1.0,6.123233995736766e-17,2,-2.4492935982947064e-16,1.0,2025-12-10 06:00:00,0.5685128947229479,DISPATCH
3,0.8660254037844387,-0.4999999999999998,2,-2.4492935982947064e-16,1.0,2025-12-10 08:00:00,0.5685128947229479,DISPATCH
3,0.9659258262890683,0.25881904510252074,2,-2.4492935982947064e-16,1.0,2025-12-10 05:00:00,0.5685128947229479,DISPATCH
3,0.8660254037844386,0.5000000000000001,2,-2.4492935982947064e-16,1.0,2025-12-10 04:00:00,0.5685128947229479,DISPATCH
3,0.25881904510252074,0.9659258262890683,2,-2.4492935982947064e-16,1.0,2025-12-10 01:00:00,0.5685128947229479,DISPATCH
3,0.7071067811865475,0.7071067811865476,2,-2.4492935982947064e-16,1.0,2025-12-10 03:00:00,0.5685128947229479,DISPATCH
3,0.0,1.0,2,-2.4492935982947064e-16,1.0,2025-12-10 00:00:00,0.5685128947229479,DISPATCH
3,0.258819045102521,-0.9659258262890682,2,-2.4492935982947064e-16,1.0,2025-12-10 11:00:00,0.5685128947229479,DISPATCH
3,0.9659258262890683,-0.25881904510252063,2,-2.4492935982947064e-16,1.0,2025-12-10 07:00:00,0.5685128947229479,DISPATCH
3,0.7071067811865476,-0.7071067811865475,2,-2.4492935982947064e-16,1.0,2025-12-10 09:00:00,0.5685128947229479,DISPATCH
3,0.49999999999999994,-0.8660254037844387,2,-2.4492935982947064e-16,1.0,2025-12-10 10:00:00,0.5685128947229479,DISPATCH
3,1.2246467991473532e-16,-1.0,2,-2.4492935982947064e-16,1.0,2025-12-10 12:00:00,0.5685128947229479,DISPATCH
